name,address,city,state,zip,latitude,longitude,website,top10perc,top25perc,sfratio,enrolled_total,average_tuition,perc_fresh_sat_scores,perc_fresh_act_scores,instate_price,outstate_price,gradrate_bachelor_four_years,gradrate_bachelor_five_years,gradrate_bachelor_six_years,perc_fresh_financialaid,undergraduate_enrollment,ft_enrollment,pt_enrollment,perc_americanindian_or_alaskanative_undergrad,perc_asian_undergrad,perc_blackafricanamerican_undergrad,perc_hispaniclatino_undergrad,perc_nativehawaiian_or_otherpacificislander_undergrad,perc_white_undergrad,perc_multiracial_undergrad,perc_raceunknown_undergrad,perc_nonresidentalien_undergrad,perc_asiannativehawaiianpacificislander_undergrad,perc_women_undergrad,far_west_region,great_lakes_region,mid_east_region,new_england_region,plains_region,rocky_mountains_region,southeast_region,southwest_region,us_service_schools_region,cluster
Holy Names University,3500 Mountain Blvd,Oakland,CA,94619,37.803118,-122.1873,www.hnu.edu,,,,87.0,30.935,97.0,40.0,49041.0,49041.0,25.0,32.0,35.0,100.0,888.0,827.0,516.0,1,19.0,20.0,28.0,4.0,18.0,4.0,5.0,2.0,23.0,69.0,1,0,0,0,0,0,0,0,0,0
Hood College,401 Rosemont Ave,Frederick,MD,21701,39.421908,-77.419282,www.hood.edu,36,64,14.4,281.0,31.625,93.0,25.0,48830.0,48830.0,55.0,65.0,66.0,98.0,1388.0,1406.0,986.0,0,3.0,12.0,8.0,0.0,65.0,4.0,5.0,3.0,3.0,66.0,0,0,1,0,0,0,0,0,0,2
Hope College,141 E 12Th St,Holland,MI,49423,42.788052,-86.105375,www.hope.edu,37,69,12.5,822.0,27.49,14.0,90.0,40050.0,40050.0,68.0,76.0,78.0,94.0,3388.0,3235.0,153.0,0,2.0,2.0,7.0,0.0,85.0,2.0,0.0,2.0,2.0,60.0,0,1,0,0,0,0,0,0,0,0
Hope International University,2500 E Nutwood Ave,Fullerton,CA,92831,33.877439,-117.885129,www.hiu.edu,,,,78.0,24.657,91.0,37.0,39537.0,39537.0,27.0,38.0,44.0,98.0,925.0,935.0,421.0,0,3.0,8.0,17.0,1.0,44.0,14.0,11.0,1.0,5.0,55.0,1,0,0,0,0,0,0,0,0,0
Houghton College,1 Willard Ave,Houghton,NY,14744,42.426841,-78.156882,www.houghton.edu,30,70,15,223.0,26.5265,83.0,38.0,39590.0,39590.0,65.0,72.0,73.0,100.0,1081.0,1032.0,68.0,0,1.0,3.0,2.0,0.0,84.0,3.0,1.0,6.0,1.0,64.0,0,0,1,0,0,0,0,0,0,0
Houston Baptist University,7502 Fondren Rd,Houston,TX,77074,29.693819,-95.515954,www.hbu.edu,,,,1135.0,25.8375,75.0,24.0,39001.0,39001.0,24.0,40.0,44.0,100.0,2171.0,2315.0,595.0,0,13.0,19.0,26.0,0.0,28.0,7.0,3.0,4.0,13.0,63.0,0,0,0,0,0,0,0,1,0,0
Howard Payne University,1000 Fisk St.,Brownwood,TX,76801,31.716099,-98.985636,www.hputx.edu,,,,347.0,21.8525,73.0,57.0,33853.0,33853.0,30.0,42.0,42.0,99.0,1100.0,1020.0,150.0,0,0.0,9.0,19.0,0.0,66.0,3.0,1.0,0.0,0.0,47.0,0,0,0,0,0,0,0,1,0,0
Howard University,2400 Sixth St Nw,Washington,DC,20059,38.920739,-77.019478,www.howard.edu,,,,1394.0,20.91425,76.0,48.0,41643.0,41643.0,40.0,56.0,61.0,93.0,6974.0,9123.0,1174.0,2,1.0,91.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,67.0,0,0,1,0,0,0,0,0,0,0
Humboldt State University,1 Harpst Street,Arcata,CA,95521,40.875452,-124.077255,www.humboldt.edu,,,,1237.0,6.77275,93.0,37.0,22556.0,33716.0,11.0,29.0,40.0,74.0,7767.0,7631.0,662.0,1,3.0,4.0,27.0,0.0,50.0,6.0,8.0,1.0,4.0,53.0,1,0,0,0,0,0,0,0,0,1
Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106,32.350939,-86.285313,www.huntingdon.edu,26,47,11.4,261.0,22.245,16.0,93.0,33885.0,33885.0,30.0,40.0,43.0,100.0,1110.0,902.0,208.0,1,1.0,19.0,2.0,0.0,58.0,3.0,16.0,0.0,1.0,50.0,0,0,0,0,0,0,1,0,0,0
Huntington University,2303 College Ave,Huntington,IN,46750,40.89907,-85.499624,www.huntington.edu,,,,227.0,23.34,68.0,64.0,35520.0,35520.0,57.0,61.0,62.0,99.0,1053.0,990.0,134.0,0,0.0,2.0,3.0,0.0,88.0,1.0,0.0,4.0,1.0,57.0,0,1,0,0,0,0,0,0,0,0
Husson University,1 College Circle,Bangor,ME,4401,44.829002,-68.791476,www.husson.edu,,,,444.0,14.38875,99.0,5.0,26286.0,26286.0,25.0,40.0,45.0,79.0,2350.0,2288.0,761.0,1,1.0,4.0,1.0,0.0,88.0,1.0,0.0,4.0,1.0,59.0,0,0,0,1,0,0,0,0,0,1
Huston-Tillotson University,900 Chicon St,Austin,TX,78702,30.264672,-97.721698,www.htu.edu,,,,211.0,12.852,72.0,32.0,27044.0,27044.0,10.0,23.0,26.0,97.0,926.0,840.0,133.0,0,0.0,73.0,18.0,0.0,4.0,0.0,1.0,3.0,0.0,53.0,0,0,0,0,0,0,0,1,0,1
Illinois College,1101 W College Ave,Jacksonville,IL,62650,39.730783,-90.246591,www.ic.edu,28,63,15.6,270.0,25.4125,10.0,85.0,39040.0,39040.0,56.0,63.0,64.0,100.0,1010.0,981.0,47.0,0,1.0,12.0,7.0,0.0,73.0,3.0,1.0,3.0,1.0,50.0,0,1,0,0,0,0,0,0,0,0
Illinois Institute Of Technology,3300 S Federal St,Chicago,IL,60616,41.833801,-87.628346,www.iit.edu,42,77,12.3,465.0,36.4135,27.0,74.0,54677.0,54677.0,32.0,57.0,63.0,100.0,2926.0,6539.0,1311.0,0,11.0,7.0,14.0,0.0,37.0,0.0,6.0,24.0,11.0,30.0,0,1,0,0,0,0,0,0,0,2
Illinois State University,North And School Streets,Normal,IL,61790,40.509724,-88.99234,illinoisstate.edu/,10,35,21,2981.0,12.24625,0.0,99.0,26259.0,33699.0,46.0,68.0,72.0,79.0,17749.0,17864.0,2408.0,0,2.0,7.0,8.0,0.0,79.0,2.0,1.0,1.0,2.0,55.0,0,1,0,0,0,0,0,0,0,3
Illinois Wesleyan University,1312 N Park St,Bloomington,IL,61702,40.491393,-88.991307,www.iwu.edu,55,86,12.9,529.0,37.2745,15.0,89.0,50352.0,50352.0,72.0,77.0,78.0,99.0,2009.0,2001.0,8.0,0,5.0,5.0,6.0,0.0,74.0,1.0,4.0,5.0,5.0,56.0,0,1,0,0,0,0,0,0,0,2
Immaculata University,1145 King Rd,Immaculata,PA,19345,40.027963,-75.57063,www.immaculata.edu,,,,247.0,29.115,97.0,17.0,49130.0,49130.0,39.0,45.0,48.0,100.0,2560.0,1349.0,2326.0,0,3.0,16.0,5.0,0.0,71.0,2.0,3.0,1.0,3.0,76.0,0,0,1,0,0,0,0,0,0,2
Indiana State University,210 N 7Th St,Terre Haute,IN,47809,39.469073,-87.407846,www.indstate.edu,10,31,16.6,2661.0,8.0125,74.0,41.0,20619.0,30355.0,22.0,37.0,42.0,92.0,10268.0,10068.0,2380.0,0,1.0,18.0,3.0,0.0,67.0,3.0,1.0,6.0,1.0,54.0,0,1,0,0,0,0,0,0,0,1
Indiana University-Bloomington,107 South Indiana Ave.,Bloomington,IN,47405,39.167739,-86.523585,www.iub.edu,,,,7604.0,9.6985,72.0,64.0,23820.0,45961.0,58.0,74.0,77.0,71.0,36862.0,37467.0,9350.0,0,4.0,4.0,4.0,0.0,74.0,3.0,1.0,10.0,4.0,51.0,0,1,0,0,0,0,0,0,0,3
Indiana University Of Pennsylvania-Main Campus,1011 South Dr 201 Sutton Hall,Indiana,PA,15705,40.615589,-79.159869,www.iup.edu,,,,2741.0,8.42125,94.0,16.0,23920.0,35056.0,31.0,47.0,51.0,88.0,12668.0,12965.0,1960.0,0,1.0,10.0,3.0,0.0,78.0,3.0,2.0,4.0,1.0,55.0,0,0,1,0,0,0,0,0,0,1
Indiana University-Purdue University-Fort Wayne,2101 E Coliseum Blvd,Fort Wayne,IN,46805,41.115418,-85.111747,www.ipfw.edu,,,,1660.0,6.7855,91.0,36.0,23481.0,33313.0,6.0,17.0,25.0,87.0,12928.0,7537.0,5922.0,0,2.0,5.0,5.0,0.0,82.0,3.0,1.0,2.0,2.0,55.0,0,1,0,0,0,0,0,0,0,1
Indiana University-Purdue University-Indianapolis,425 University Blvd,Indianapolis,IN,46202,39.772948,-86.172217,www.iupui.edu,,,,3796.0,8.37225,84.0,41.0,21680.0,42495.0,15.0,34.0,42.0,85.0,22409.0,21097.0,9391.0,0,4.0,11.0,5.0,0.0,72.0,3.0,1.0,4.0,4.0,57.0,0,1,0,0,0,0,0,0,0,3
Indiana University-South Bend,1700 Mishawaka Ave,South Bend,IN,46634,41.664485,-86.21996,iusb.edu/,,,,921.0,6.58525,83.0,16.0,19080.0,30042.0,6.0,19.0,26.0,86.0,7512.0,4083.0,3990.0,0,2.0,6.0,7.0,0.0,78.0,3.0,2.0,2.0,2.0,61.0,0,1,0,0,0,0,0,0,0,1
Indiana University-Southeast,4201 Grant Line Rd,New Albany,IN,47150,38.343171,-85.8189,ius.edu/,,,,1026.0,6.451,64.0,48.0,19610.0,30688.0,9.0,23.0,30.0,80.0,6148.0,3695.0,3038.0,0,1.0,6.0,3.0,0.0,86.0,2.0,1.0,0.0,2.0,58.0,0,1,0,0,0,0,0,0,0,1
Indiana Wesleyan University,4201 S Washington St,Marion,IN,46953,40.518495,-85.661991,www.indwes.edu,20,48,39.8,1437.0,22.4905,63.0,69.0,34588.0,34588.0,55.0,69.0,71.0,80.0,10766.0,13321.0,1638.0,0,1.0,17.0,3.0,0.0,76.0,2.0,1.0,0.0,1.0,67.0,0,1,0,0,0,0,0,0,0,1
Iona College,715 North Ave,New Rochelle,NY,10801,40.926678,-73.786492,www.iona.edu,13,33,16,922.0,30.838,83.0,16.0,49295.0,49295.0,53.0,61.0,63.0,98.0,3539.0,3389.0,852.0,0,2.0,7.0,17.0,0.0,54.0,1.0,16.0,2.0,2.0,54.0,0,0,1,0,0,0,0,0,0,2
Iowa State University,3410 Beardshear Hall,Ames,IA,50011,42.025303,-93.65024,www.iastate.edu,26,59,19.2,5366.0,7.48375,8.0,93.0,18920.0,31472.0,38.0,63.0,68.0,88.0,27659.0,29398.0,3557.0,0,3.0,3.0,4.0,0.0,77.0,2.0,4.0,8.0,3.0,43.0,0,0,0,0,1,0,0,0,0,3
Iowa Wesleyan College,601 N Main Street,Mount Pleasant,IA,52641,40.973689,-91.552588,www.iwc.edu,,,,103.0,23.765,6.0,95.0,38738.0,38738.0,17.0,29.0,30.0,100.0,599.0,482.0,117.0,1,1.0,6.0,5.0,0.0,65.0,2.0,14.0,6.0,1.0,64.0,0,0,0,0,1,0,0,0,0,0
Jackson State University,1440 J R Lynch St,Jackson,MS,39217,32.296781,-90.20663,www.jsums.edu,,,,1103.0,5.584,0.0,98.0,20640.0,29844.0,17.0,31.0,39.0,93.0,6903.0,6665.0,2469.0,0,0.0,92.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,63.0,0,0,0,0,0,0,1,0,0,1
Jacksonville State University,700 Pelham Road North,Jacksonville,AL,36265,33.822164,-85.766406,www.jsu.edu/,,,,1158.0,6.249,18.0,89.0,21237.0,28029.0,10.0,25.0,31.0,93.0,7588.0,5982.0,2711.0,1,1.0,25.0,1.0,0.0,66.0,0.0,4.0,2.0,1.0,58.0,0,0,0,0,0,0,1,0,0,1
Jacksonville University,2800 University Blvd N,Jacksonville,FL,32211,30.350843,-81.606507,www.jacksonville.edu,,,,528.0,28.375,60.0,41.0,44670.0,44670.0,24.0,37.0,38.0,99.0,3425.0,2388.0,1769.0,1,3.0,16.0,7.0,0.0,49.0,0.0,20.0,3.0,4.0,62.0,0,0,0,0,0,0,1,0,0,0
James Madison University,800 South Main Street,Harrisonburg,VA,22807,38.435332,-78.871663,www.jmu.edu/,32,72,17.9,4325.0,8.573,94.0,32.0,22740.0,37218.0,65.0,80.0,81.0,60.0,18431.0,18626.0,1555.0,0,4.0,4.0,5.0,0.0,79.0,3.0,3.0,2.0,4.0,59.0,0,0,0,0,0,0,1,0,0,3
John Brown University,2000 W University St,Siloam Springs,AR,72761,36.191572,-94.558679,www.jbu.edu,24,53,13.3,305.0,21.261,30.0,82.0,34776.0,34776.0,55.0,65.0,65.0,99.0,2080.0,1698.0,898.0,1,1.0,2.0,5.0,0.0,72.0,3.0,10.0,6.0,1.0,56.0,0,0,0,0,0,0,1,0,0,0
John Carroll University,1 John Carroll Boulevard,University Heights,OH,44118,41.490047,-81.532953,www.jcu.edu/index.php,27,57,14.5,793.0,32.405,48.0,79.0,48310.0,48310.0,65.0,74.0,75.0,100.0,3040.0,3213.0,498.0,0,2.0,5.0,4.0,0.0,83.0,2.0,4.0,1.0,2.0,48.0,0,1,0,0,0,0,0,0,0,2
Johns Hopkins University,"3400 N Charles St, Mason Hall",Baltimore,MD,21218,39.329808,-76.620723,www.jhu.edu,75,94,3.3,1390.0,42.955,79.0,39.0,61502.0,61502.0,87.0,91.0,93.0,61.0,6117.0,13256.0,7662.0,0,18.0,6.0,10.0,0.0,49.0,4.0,2.0,10.0,18.0,51.0,0,0,1,0,0,0,0,0,0,2
Johnson C Smith University,100 Beatties Ford Road,Charlotte,NC,28216,35.243033,-80.857251,www.jcsu.edu,,,,232.0,17.5955,78.0,50.0,32136.0,32136.0,32.0,40.0,44.0,89.0,1387.0,1323.0,64.0,0,0.0,73.0,6.0,0.0,1.0,2.0,14.0,4.0,0.0,59.0,0,0,0,0,0,0,1,0,0,0
Johnson State College,337 College Hill,Johnson,VT,5656,44.641736,-72.671154,www.jsc.edu,3,13,14.4,225.0,9.65175,80.0,13.0,21774.0,33438.0,17.0,34.0,37.0,92.0,1486.0,993.0,699.0,1,1.0,2.0,3.0,0.0,84.0,2.0,7.0,0.0,1.0,64.0,0,0,0,1,0,0,0,0,0,1
Judson University,1151 N State St,Elgin,IL,60123,42.059125,-88.289368,www.judsonu.edu,,,,201.0,26.355,11.0,88.0,40020.0,40020.0,32.0,46.0,50.0,100.0,1066.0,856.0,314.0,0,2.0,6.0,10.0,0.0,59.0,2.0,17.0,4.0,2.0,56.0,0,1,0,0,0,0,0,0,0,0
Kansas Wesleyan University,100 E. Claflin Ave.,Salina,KS,67401,38.813445,-97.609452,www.kwu.edu,16,40,12.4,151.0,22.0,22.0,76.0,36400.0,36400.0,31.0,39.0,43.0,99.0,684.0,624.0,105.0,1,1.0,7.0,13.0,0.0,73.0,2.0,0.0,3.0,1.0,54.0,0,0,0,0,1,0,0,0,0,0
Kean University,1000 Morris Ave,Union,NJ,7083,40.679429,-74.234668,www.kean.edu,,,,1525.0,10.3835,73.0,0.0,26624.0,32847.0,19.0,39.0,46.0,78.0,12078.0,10081.0,4323.0,0,6.0,19.0,24.0,0.0,39.0,2.0,8.0,1.0,6.0,60.0,0,0,1,0,0,0,0,0,0,1
Keene State College,229 Main Street,Keene,NH,3435,42.925999,-72.281433,www.keene.edu,5,19,16.1,1258.0,11.873,94.0,0.0,25084.0,32469.0,52.0,62.0,63.0,96.0,4799.0,4580.0,343.0,0,1.0,1.0,3.0,0.0,81.0,2.0,13.0,0.0,1.0,57.0,0,0,0,1,0,0,0,0,0,1
Kennesaw State University,1000 Chastain Rd,Kennesaw,GA,30144,34.03629,-84.58083,www.kennesaw.edu,,,,3194.0,5.4305,67.0,45.0,24659.0,34739.0,15.0,35.0,43.0,90.0,22621.0,17690.0,6939.0,0,3.0,18.0,7.0,0.0,63.0,4.0,3.0,2.0,3.0,58.0,0,0,0,0,0,0,1,0,0,3
Kent State University At Kent,"Executive Office, 2Nd Floor Library",Kent,OH,44242,41.151603,-81.337128,www.kent.edu,,,,4111.0,9.466,26.0,83.0,24926.0,32886.0,28.0,46.0,52.0,91.0,22968.0,21737.0,7261.0,0,1.0,8.0,3.0,0.0,75.0,3.0,3.0,7.0,1.0,59.0,0,1,0,0,0,0,0,0,0,3
Kentucky State University,400 East Main Street,Frankfort,KY,40601,38.201427,-84.855402,www.kysu.edu,,,,506.0,5.925,12.0,93.0,17506.0,26302.0,7.0,15.0,18.0,89.0,2370.0,1887.0,646.0,0,1.0,56.0,1.0,0.0,26.0,2.0,13.0,0.0,1.0,59.0,0,0,0,0,0,0,1,0,0,1
Kentucky Wesleyan College,3000 Frederica Street,Owensboro,KY,42301,37.744582,-87.121857,www.kwc.edu,20,49,11.3,163.0,19.815,20.0,88.0,32190.0,32190.0,25.0,36.0,38.0,100.0,657.0,621.0,36.0,0,0.0,12.0,2.0,0.0,74.0,0.0,10.0,2.0,0.0,48.0,0,0,0,0,0,0,1,0,0,0
Kettering University,1700 University Avenue,Flint,MI,48504,43.013493,-83.713249,www.kettering.edu,,,,372.0,32.185,17.0,92.0,51277.0,51277.0,11.0,52.0,61.0,100.0,1684.0,1612.0,373.0,0,3.0,3.0,3.0,0.0,76.0,3.0,6.0,6.0,3.0,18.0,0,1,0,0,0,0,0,0,0,2
Keystone College,One College Green,La Plume,PA,18440,41.558969,-75.777456,www.keystone.edu,,,,321.0,20.085,95.0,10.0,35500.0,35500.0,26.0,35.0,39.0,98.0,1574.0,1317.0,278.0,0,1.0,5.0,3.0,0.0,75.0,1.0,13.0,1.0,1.0,59.0,0,0,1,0,0,0,0,0,0,0
Kutztown University Of Pennsylvania,15200 Kutztown Rd,Kutztown,PA,19530,40.513324,-75.785331,www2.kutztown.edu/,,,,1815.0,8.3765,97.0,12.0,22265.0,32389.0,34.0,51.0,55.0,87.0,8815.0,8548.0,965.0,0,1.0,7.0,6.0,0.0,81.0,2.0,2.0,1.0,1.0,57.0,0,0,1,0,0,0,0,0,0,1
Kuyper College,3333 East Beltline Ave Ne,Grand Rapids,MI,49525,43.02195,-85.592657,www.kuyper.edu,,,,37.0,17.58,13.0,87.0,27970.0,27970.0,37.0,37.0,38.0,99.0,288.0,248.0,43.0,1,3.0,5.0,3.0,0.0,77.0,3.0,7.0,1.0,3.0,52.0,0,1,0,0,0,0,0,0,0,0
Lagrange College,601 Broad Street,Lagrange,GA,30240,33.039208,-85.043604,www.lagrange.edu,15,35,12.5,271.0,23.908,65.0,56.0,40288.0,40288.0,31.0,37.0,38.0,99.0,856.0,858.0,82.0,1,1.0,23.0,2.0,0.0,70.0,2.0,0.0,1.0,1.0,54.0,0,0,0,0,0,0,1,0,0,0
Lake Forest College,555 N Sheridan Road,Lake Forest,IL,60045,42.249802,-87.828952,www.lakeforest.edu,31,70,10.7,403.0,37.64675,23.0,78.0,52000.0,52000.0,58.0,63.0,64.0,99.0,1590.0,1582.0,36.0,0,5.0,6.0,14.0,0.0,58.0,3.0,3.0,10.0,5.0,58.0,0,1,0,0,0,0,0,0,0,2
Lakeland College,"W3718 South Drive, Cth M",Plymouth,WI,53073,43.841264,-87.884347,www.lakeland.edu,24,47,17.2,218.0,21.0155,3.0,98.0,35460.0,35460.0,36.0,48.0,51.0,99.0,2972.0,1148.0,2658.0,1,2.0,5.0,4.0,0.0,81.0,1.0,3.0,3.0,2.0,56.0,0,1,0,0,0,0,0,0,0,0
Lake Superior State University,650 W Easterday Ave,Sault Ste Marie,MI,49783,46.492664,-84.364548,www.lssu.edu,,,,418.0,9.432,5.0,91.0,21788.0,26708.0,17.0,36.0,42.0,97.0,2429.0,1967.0,468.0,9,1.0,2.0,2.0,0.0,78.0,0.0,2.0,6.0,1.0,50.0,0,1,0,0,0,0,0,0,0,1
Lamar University,4400 Mlk Blvd,Beaumont,TX,77705,30.044274,-94.073389,www.lamar.edu,10,27,18.4,1451.0,7.74325,87.0,36.0,21769.0,30265.0,13.0,27.0,34.0,81.0,9382.0,7356.0,6679.0,0,4.0,30.0,11.0,0.0,50.0,2.0,2.0,2.0,4.0,58.0,0,0,0,0,0,0,0,1,0,1
Lander University,320 Stanley Avenue,Greenwood,SC,29649,34.201143,-82.166351,www.lander.edu,9,33,17,569.0,9.6375,55.0,45.0,22300.0,31336.0,32.0,48.0,52.0,99.0,2792.0,2592.0,285.0,0,0.0,33.0,1.0,0.0,56.0,2.0,4.0,3.0,0.0,69.0,0,0,0,0,0,0,1,0,0,1
Lane College,545 Lane Ave,Jackson,TN,38301,35.628121,-88.806766,www.lanecollege.edu,,,,405.0,8.49,1.0,90.0,18900.0,18900.0,20.0,27.0,31.0,99.0,1554.0,1534.0,20.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0,0,0,0,0,0,1,0,0,1
La Roche College,9000 Babcock Blvd,Pittsburgh,PA,15237,40.569898,-80.013295,www.laroche.edu,10,41,14.2,229.0,23.618,69.0,19.0,38434.0,38434.0,33.0,43.0,45.0,91.0,1363.0,1183.0,298.0,0,1.0,7.0,1.0,0.0,65.0,1.0,12.0,13.0,1.0,57.0,0,0,1,0,0,0,0,0,0,0
La Salle University,1900 W Olney Ave,Philadelphia,PA,19141,40.038673,-75.151926,www.lasalle.edu,20,56,15.1,939.0,35.9475,89.0,15.0,51770.0,51770.0,55.0,64.0,65.0,99.0,4409.0,3948.0,2488.0,0,5.0,19.0,10.0,0.0,55.0,5.0,5.0,2.0,5.0,65.0,0,0,1,0,0,0,0,0,0,2
Lasell College,1844 Commonwealth Avenue,Newton,MA,2466,42.342817,-71.244255,www.lasell.edu/,,,,485.0,28.125,92.0,14.0,46000.0,46000.0,47.0,52.0,53.0,98.0,1687.0,1767.0,314.0,0,2.0,7.0,9.0,0.0,71.0,3.0,5.0,3.0,2.0,64.0,0,0,0,1,0,0,0,0,0,0
La Sierra University,4500 Riverwalk Parkway,Riverside,CA,92515,33.913688,-117.501354,www.lasierra.edu,,,,477.0,27.63225,87.0,29.0,41490.0,41490.0,30.0,53.0,59.0,100.0,2105.0,2112.0,328.0,0,15.0,7.0,41.0,2.0,16.0,4.0,0.0,13.0,18.0,58.0,1,0,0,0,0,0,0,0,0,0
Lawrence Technological University,21000 West Ten Mile Road,Southfield,MI,48075,42.474072,-83.25003,www.ltu.edu,,,,341.0,26.93225,11.0,81.0,43061.0,43061.0,16.0,39.0,49.0,86.0,3033.0,1571.0,2431.0,0,23.0,6.0,2.0,0.0,46.0,0.0,18.0,5.0,23.0,24.0,0,1,0,0,0,0,0,0,0,0
Lebanon Valley College,101 N College Ave,Annville,PA,17003,40.331733,-76.513753,www.lvc.edu,28,56,12.3,415.0,33.7475,85.0,17.0,48630.0,48630.0,68.0,73.0,73.0,100.0,1766.0,1725.0,297.0,0,2.0,2.0,5.0,0.0,85.0,2.0,4.0,0.0,2.0,53.0,0,0,1,0,0,0,0,0,0,2
Lee University,1120 N Ocoee St,Cleveland,TN,37311,35.166166,-84.870018,www.leeuniversity.edu,,,,812.0,13.005,33.0,87.0,26100.0,26100.0,35.0,49.0,53.0,94.0,4550.0,3997.0,925.0,0,1.0,5.0,4.0,0.0,76.0,0.0,9.0,4.0,1.0,57.0,0,0,0,0,0,0,1,0,0,1
Lehigh University,27 Memorial Drive West,Bethlehem,PA,18015,40.606626,-75.377095,www.lehigh.edu,40,84,12.5,1198.0,41.62,72.0,28.0,57145.0,57145.0,73.0,84.0,86.0,68.0,4931.0,6148.0,948.0,0,7.0,3.0,8.0,0.0,68.0,3.0,3.0,7.0,7.0,44.0,0,0,1,0,0,0,0,0,0,2
Le Moyne College,1419 Salt Springs Rd,Syracuse,NY,13214,43.048763,-76.087507,www.lemoyne.edu,21,76,13.3,622.0,28.91,93.0,45.0,44900.0,44900.0,63.0,73.0,74.0,100.0,2785.0,2538.0,781.0,1,3.0,6.0,6.0,0.0,77.0,2.0,6.0,1.0,3.0,59.0,0,0,1,0,0,0,0,0,0,0
Le Moyne-Owen College,807 Walker Ave,Memphis,TN,38126,35.118641,-90.034101,www.loc.edu,,,,190.0,10.489,0.0,100.0,18540.0,18540.0,6.0,13.0,17.0,94.0,1023.0,879.0,144.0,0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,1,0,0,1
Lenoir-Rhyne University,625 7Th Avenue Ne,Hickory,NC,28601,35.739968,-81.327598,www.lr.edu,,,,310.0,27.2105,63.0,42.0,43360.0,43360.0,40.0,48.0,49.0,99.0,1491.0,1519.0,379.0,1,2.0,13.0,5.0,0.0,69.0,2.0,7.0,1.0,2.0,58.0,0,0,0,0,0,0,1,0,0,0
Lesley University,29 Everett St,Cambridge,MA,2138,42.380464,-71.116755,www.lesley.edu,,,,316.0,31.005,92.0,17.0,49765.0,49765.0,35.0,42.0,46.0,97.0,1948.0,2554.0,2641.0,0,4.0,5.0,7.0,0.0,68.0,3.0,11.0,2.0,4.0,77.0,0,0,0,1,0,0,0,0,0,2
Letourneau University,2100 S Mobberly Ave,Longview,TX,75607,32.467658,-94.72726,www.letu.edu,29,54,20.8,335.0,23.9625,72.0,66.0,38775.0,38775.0,34.0,49.0,52.0,99.0,2305.0,1392.0,1337.0,0,1.0,9.0,9.0,0.0,62.0,3.0,11.0,5.0,1.0,47.0,0,0,0,0,0,0,0,1,0,0
Lewis & Clark College,0615 S W Palatine Hill Rd,Portland,OR,97219,45.451539,-122.670336,www.lclark.edu/,,,,473.0,39.3475,59.0,37.0,55666.0,55666.0,67.0,74.0,75.0,90.0,2126.0,3110.0,411.0,1,6.0,2.0,8.0,0.0,61.0,1.0,12.0,10.0,6.0,59.0,1,0,0,0,0,0,0,0,0,2
Lewis University,One University Parkway,Romeoville,IL,60446,41.605432,-88.079032,www.lewisu.edu,12,31,14.3,694.0,25.275,3.0,96.0,39335.0,39335.0,45.0,59.0,63.0,99.0,4613.0,4123.0,2402.0,0,3.0,8.0,17.0,0.0,64.0,2.0,4.0,1.0,4.0,56.0,0,1,0,0,0,0,0,0,0,0
Liberty University,1971 University Blvd,Lynchburg,VA,24502,37.350345,-79.179688,www.liberty.edu,,,,4690.0,19.4885,55.0,28.0,33544.0,33544.0,27.0,43.0,50.0,95.0,47464.0,36353.0,40985.0,0,1.0,15.0,2.0,0.0,48.0,2.0,28.0,3.0,1.0,59.0,0,0,0,0,0,0,1,0,0,3
Limestone College,1115 College Drive,Gaffney,SC,29340,35.055651,-81.649832,www.limestone.edu,,,,451.0,20.57,65.0,35.0,36416.0,36416.0,19.0,33.0,36.0,100.0,3241.0,2390.0,917.0,0,1.0,50.0,2.0,0.0,41.0,0.0,2.0,3.0,1.0,57.0,0,0,0,0,0,0,1,0,0,0
Lincoln Memorial University,6965 Cumberland Gap Pky,Harrogate,TN,37752,36.580111,-83.659467,www.lmunet.edu,21,55,14.6,191.0,18.0375,20.0,80.0,32620.0,32620.0,14.0,42.0,48.0,87.0,1713.0,2983.0,969.0,0,1.0,4.0,2.0,0.0,84.0,1.0,5.0,2.0,1.0,71.0,0,0,0,0,0,0,1,0,0,0
Lincoln University Of Pennsylvania,1570 Baltimore Pike,Lincoln University,PA,19352,39.807725,-75.928273,www.lincoln.edu,,,,448.0,9.232,93.0,17.0,23239.0,28519.0,23.0,37.0,40.0,99.0,1624.0,1712.0,251.0,0,0.0,83.0,2.0,0.0,1.0,1.0,8.0,3.0,0.0,59.0,0,0,1,0,0,0,0,0,0,1
Lindenwood University,209 S Kingshighway,Saint Charles,MO,63301,38.786679,-90.501718,www.lindenwood.edu,,,,1369.0,14.3225,13.0,76.0,31140.0,31140.0,25.0,39.0,45.0,95.0,8453.0,9238.0,2975.0,0,1.0,14.0,3.0,0.0,55.0,2.0,13.0,11.0,1.0,54.0,0,0,0,0,1,0,0,0,0,1
