,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
1020,American Career Institute-Wheaton,11141 Georgia Ave #418,Wheaton,MD,20902,(301) 933-4660,3,M,373,Montgomery,US,39.037878,-77.049836,aci.edu
1021,Huntsville Bible College,904 Oakwood Ave,Huntsville,AL,35811,(256) 539-0834,2,A,126,Madison,US,34.750363,-86.594888,www.hbc1.edu
1022,CDA Technical Institute,91 Trout River Drive,Jacksonville,FL,32208,(904) 766-7736,3,A,314,Duval,US,30.392267,-81.646792,commercialdivingacademy.com
1023,Bayamon Community College,17 Maceo St,Bayamon,PR,959,(787) 780-4242,3,A,220,BayamÃÂ³n,PR,18.398781,-66.155678,www.bccpr.org
1024,Le Cordon Bleu College of Culinary Arts-Minneapolis,1315 Mendota Heights Road,Mendota Heights,MN,55120,(651) 675-4700,3,A,921,Dakota,US,44.865985,-93.160095,www.chefs.edu/minneapolis-st-paul
1025,Empire Beauty School-St Paul,1905 Suburban Ave,Saint Paul,MN,55119,(800) 920-4593,3,A,101,Ramsey,US,44.950693,-93.019755,www.empire.edu
1026,Ottawa University-Phoenix,10020 North 25th Avenue,Phoenix,AZ,85021,(602) 371-1188,2,A,963,Maricopa,US,33.576717,-112.115446,www.ottawa.edu
1027,Beaumont Adult School,1575 Cherry Ave,Beaumont,CA,92223,(951) 845-6012 ext 4,1,A,151,Riverside,US,33.951365,-116.964728,bas-beaumont-ca.schoolloop.com/
1028,American Institute of Beauty,3665 East Bay Drive Suite 164,Largo,FL,33771,(727) 532-2125,3,A,101,Pinellas,US,27.915072,-82.749094,www.aibschool.com
1029,Arthur's Beauty School Inc-Pine Bluff,2710 Commerce Circle,Pine Bluff,AR,71601,(870) 534-0498,3,A,46,Jefferson,US,34.22157,-91.974674,www.arthursbeautycollege.com
1030,Cortiva Institute-Scottsdale,8010 East McDowell Road #214,Scottsdale,AZ,85257,(480) 945-9461,3,A,123,Maricopa,US,33.466554,-111.908433,www.cortiva.com/
1031,Harris School of Business-Dover Campus,97 Commerce Way Ste 105,Dover,DE,19901,(302) 674-8060,3,A,676,Kent,US,39.15428,-75.546609,harrisschool.edu
1032,Anthem College-Portland,4145 SW Watson Ave-Ste 300,Beaverton,OR,97005,(954) 535-8678,3,A,299,Washington,US,45.489836,-122.806602,www.anthem.edu
1033,North Florida Cosmetology Institute Inc,2424 Allen Rd,Tallahassee,FL,32312,(850) 878-5269,3,A,262,Leon,US,30.476972,-84.294583,www.cosmetologyinst.com
1034,Make-up Designory,129 S. San Fernando Blvd.,Burbank,CA,91502,(818) 729-9420,3,A,489,Los Angeles,US,34.180238,-118.308336,www.mud.edu
1035,LeGrand Institute of Cosmetology Inc,2418 Broad St,Camden,SC,29020,(803) 425-8449,3,A,42,Kershaw,US,34.27162,-80.608996,www.legrandinstitute.com
1036,Career Technical College-Shreveport,1227 Shreveport-Barksdale Hwy,Shreveport,LA,71105,(318) 629-2889,3,A,396,Caddo,US,32.485049,-93.70316,www.careertc.edu
1037,Arthur's Beauty School Inc-Conway,2320 Washington Ave,Conway,AR,72032,(501) 329-7770,3,A,79,Faulkner,US,35.109134,-92.44599,www.arthursbeautycollege.com
1038,University of Phoenix-Phoenix Campus,1625 West Fountainhead Parkway,Tempe,AZ,85282,(602) 557-2000,3,A,7376,Maricopa,US,33.412344,-111.980222,www.phoenix.edu
1039,Vatterott College-St Charles,3550 W. Clay Street,St Charles,MO,63301,(314) 587-2433,3,A,261,St. Charles,US,38.804226,-90.683724,www.vatterott.edu/st_charles.asp
1040,Pima Community College,4905C East  Broadway Blvd.,Tucson,AZ,85709,(520) 206-4500,1,A,31706,Pima,US,32.226818,-110.985222,www.pima.edu
1041,ITT Technical Institute-Kansas City,9150 East 41st Place,Kansas City,MO,64133,(816) 276-1400,3,A,614,Jackson,US,39.04798,-94.474973,www.itt-tech.edu
1042,Jenny Lea Academy of Cosmetology and Aesthetics,222 E Unaka Ave,Johnson City,TN,37601,(423) 926-9095 ext 6,3,A,57,Washington,US,36.32439,-82.354566,www.jennyleaacademy.com
1043,Anthem Institute-North Brunswick,"US Route 1, South",North Brunswick,NJ,8902,(954) 535-8678,3,A,276,Middlesex,US,40.467138,-74.444265,www.anthem.edu
1044,Pima Medical Institute-Tucson,"3350 East Grant Road, Suite 200",Tucson,AZ,85716,(520) 326-1600,3,A,1868,Pima,US,32.2502,-110.921301,pmi.edu
1045,Video Symphony EnterTraining Inc,266 E Magnolia Blvd,Burbank,CA,91502,(818) 557-7200,3,A,118,Los Angeles,US,34.183949,-118.311465,www.videosymphony.com
1046,Florida Academy of Health & Beauty,2300 NW 9th Ave,Wilton Manor,FL,33311,(954) 563-9098,3,A,45,Broward,US,26.156984,-80.154212,www.flacademyofbeauty.org/
1047,ITT Technical Institute-Cary,"5520 Dillard Drive, Suite 100",Cary,NC,27518,(919) 233-2520,3,A,444,Wake,US,35.849363,-78.804868,www.itt-tech.edu
1048,ITT Technical InstituteâMadison,"9238 Madison Blvd, Ste 500",Madison,AL,35758,(256) 542-2900,3,A,535,Madison,US,34.673838,-86.761493,www.itt-tech.edu
1049,Gnomon School of Visual Effects,1015 N Cahuenga Blvd Ste 54301,Hollywood,CA,90038,(323) 466-6663,3,A,239,Los Angeles,US,34.090094,-118.329106,gnomonschool.com
1050,Augusta School of Massage,608 Ponder Place Dr,Evans,GA,30809,(706) 863-4799,3,A,82,Columbia,US,33.529159,-82.135503,www.augustamassage.com
1051,ITT Technical Institute-Kennesaw,2065 ITT Tech Way N.W.,Kennesaw,GA,30144,(770) 426-2300,3,A,535,Cobb,US,34.007784,-84.586131,www.itt-tech.edu
1052,Coachella Valley Beauty College,79450 Highway 111,La Quinta,CA,92253,(760) 772-5950,3,A,96,Riverside,US,33.708193,-116.278254,www.cvbeautycollege.com/
1053,ATA College,10180 Linn Station Rd Ste A200,Louisville,KY,40223,(502) 371-8330,3,A,625,Jefferson,US,38.224038,-85.566577,www.ata.edu
1054,ITT Technical InstituteâClive,"1860 NW 118th St, Ste 110",Clive,IA,50325,(515) 327-5500,3,A,309,Polk,US,41.609177,-93.77785,www.itt-tech.edu
1055,Anthem Career College-Memphis,5865 Shelby Oaks Circle,Memphis,TN,38134,(954) 535-8678,3,A,611,Shelby,US,35.166982,-89.867134,www.anthem.edu
1056,Pima Medical Institute-Albuquerque,4400 Cutler Avenue NE,Albuquerque,NM,87110,(505) 881-1234,3,A,925,Bernalillo,US,35.104855,-106.59488,pmi.edu
1057,ITT Technical Institute-Owings Mills,11301 Red Run Blvd,Owings Mills,MD,21117,(443) 394-7115,3,A,1039,Baltimore,US,39.429896,-76.812747,www.itt-tech.edu
1058,ITT Technical Institute-Columbus,4717 Hilton Corporate Dr,Columbus,OH,43232,(614) 868-2000,3,A,433,Franklin,US,39.934326,-82.869711,www.itt-tech.edu
1059,The Academy of Barbering Arts,7888 Van Nuys Boulevard #1,Van Nuys,CA,91402,(818) 815-2885,3,A,232,Los Angeles,US,34.229057,-118.560365,www.theacademyofbarberingarts.net
1060,SUM Bible College and Theological Seminary,735 - 105th Ave,Oakland,CA,94603,(510) 567-6174,2,A,406,Alameda,US,37.734083,-122.177765,www.sum.edu
1061,Career College of California,"201 E. 4th Street, Suite 200",Santa Ana,CA,92701,(714) 586-5775,3,A,187,Orange,US,33.704991,-117.853694,www.careercalifornia.edu
1062,Compass Career College,"42353 Deluxe Plaza, Suite 16",Hammond,LA,70403,(985) 419-2050,3,A,184,Tangipahoa,US,30.476713,-90.479708,www.compasscareercollege.net
1063,ITT Technical InstituteâPhoenix,"10220 North 25th Ave, Ste 100",Phoenix,AZ,85021,(602) 749-7900,3,A,433,Maricopa,US,33.578675,-112.114931,www.itt-tech.edu
1064,Anthem College-Kansas City,9001 State Line Rd,Kansas City,MO,64114,(954) 535-8678,3,A,252,Jackson,US,38.96611,-94.607614,www.anthem.edu
1065,Refrigeration School Inc,4210 E Washington Street,Phoenix,AZ,85034,(602) 275-7133,3,A,830,Maricopa,US,33.448692,-111.989357,refrigerationschool.com
1066,ITT Technical Institute-Warrensville Heights,"4700 Richmond Rd., Suite 3000",Warrensville Heights,OH,44128,(216) 896-6500,3,A,618,Cuyahoga,US,41.432186,-81.498837,www.itt-tech.edu
1067,Union Graduate College,80 Nott Terrace,Schenectady,NY,12308,(518) 631-9900,2,A,598,Schenectady,US,42.816692,-73.92838,www.uniongraduatecollege.edu
1068,Valley College of Medical Careers,8399 Topanga Canyon Blvd Ste 200,West Hills,CA,91304,(818) 883-9002,3,A,113,Los Angeles,US,34.22201,-118.605391,www.vcmc.edu/
1069,Roberto-Venn School of Luthiery,1012 NW Grand Ave,Phoenix,AZ,85007,(602) 243-1179,3,A,47,Maricopa,US,33.454795,-112.086266,www.roberto-venn.com
1070,ITT Technical InstituteâMadison,"2450 Rimrock Road, Ste 100",Madison,WI,53713,(608) 288-6301,3,A,332,Dane,US,43.036277,-89.380335,www.itt-tech.edu
1071,Hair Expressions Academy,12450 Parklawn Dr 2nd fl,Rockville,MD,20852,(301) 984-8182,3,A,58,Montgomery,US,39.061372,-77.115852,www.hairex.com
1072,Academy Di Capelli-School of Cosmetology,950 Yale Ave Unit 20,Wallingford,CT,6492,(203) 294-9496 ext 0,3,A,92,New Haven,US,41.489905,-72.806897,www.academydicapelli.com
1073,Colorado State University-System Office,"410 17th Street, Suite 2440",Denver,CO,80202,(303) 534-6290,1,A,25,Larimer,US,40.574759,-105.08083,www.pres.colostate.edu
1074,Hair Academy of Safford,1550 West Thatcher Blvd,Safford,AZ,85546,(928) 428-0331,3,A,86,Graham,US,32.835302,-109.727696,hairacademy.com
1075,Nuvo College of Cosmetology,4236 Grand Haven Rd,Norton Shores,MI,49441,(231) 799-1500,3,A,52,Muskegon,US,43.17582,-86.219891,www.nuvocollege.com
1076,ITT Technical InstituteâHigh Point,"4050 Piedmont Parkway, Ste 110",High Point,NC,27265,(336) 819-5900,3,A,536,Guilford,US,36.051087,-79.95817,www.itt-tech.edu
1077,Delaware Learning Institute of Cosmetology,32448 Royal Blvd. Suite A,Dagsboro,DE,19939,(302) 732-6704,3,A,98,Sussex,US,38.543072,-75.255833,delawarecosmetology.com
1078,The Hair Academy,2101 East Broadway Avenue,Bismarck,ND,58501,(701) 255-3547,3,A,50,Burleigh,US,46.805954,-100.760039,thehairacademynd.com
1079,WellSpring School of Allied Health,9140 Ward Pkwy Ste 100,Kansas City,MO,64114,(816) 523-9140,3,A,152,Jackson,US,38.963226,-94.604997,www.wellspring.edu
1080,Dragon Rises College of Oriental Medicine,"1000 NE 16th Ave., Building F",Gainesville,FL,32601,(352) 371-2833,3,A,61,Alachua,US,29.667368,-82.312769,www.dragonrises.edu
1081,Chambersburg Beauty School,171 Cedar Ave,Chambersburg,PA,17201,(717) 267-0041,3,A,94,Franklin,US,39.935077,-77.665359,www.ChambersburgBeautySchool.com
1082,Hair Academy 110,110 N Franklin,Kirksville,MO,63501,(660) 665-1028,3,A,27,Adair,US,40.195107,-92.582872,nocache.homestead.com/hstrial-TMiller517/index.html
1083,The Art Institutes InternationalâKansas City,8208 Melrose Drive,Lenexa,KS,66214,(913) 217-4600,3,A,607,Johnson,US,38.979003,-94.709655,www.artinstitutes.edu/kansascity/
1084,Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,85256,(480) 423-6000,1,A,11770,Maricopa,US,33.513428,-111.883047,www.scottsdalecc.edu
1085,Le Cordon Bleu College of Culinary Arts-Sacramento,2450 Del Paso Road,Sacramento,CA,95834,(916) 830-6220,3,A,470,Sacramento,US,38.655362,-121.521168,www.chefs.edu/Sacramento
1086,Palm Beach Academy of Health & Beauty,1220-A 10th St,Lake Park,FL,33403,(561) 845-1400,3,A,135,Palm Beach,US,26.803621,-80.074979,www.pbacademy.net
1087,Healing Touch Career College,4700 Hardy St. Ste H-1,Hattiesburg,MS,39402,(601) 261-0111,3,A,139,Lamar,US,31.321915,-89.362438,healingtouchms.com
1088,The Salon Professional Academy,4377 15th Ave South,Fargo,ND,58103,(701) 478-1772,3,A,119,Cass,US,46.859013,-96.858729,www.tspafargo.com
1089,SABER College,"3990 W Flagler St., Ste 103",Miami,FL,33134,(305) 443-9170 ext 221,2,A,335,Miami-Dade,US,25.771518,-80.261299,sabercollege.edu
1090,Le Cordon Bleu College of Culinary Arts-Seattle,360 Corporate Dr North,Tukwila,WA,98188,(206) 268-3888,3,A,512,King,US,47.45122,-122.25504,www.chefs.edu/seattle
1091,Taylor College,5190 SE 125th Street,Belleview,FL,34420,(352) 245-4119,3,A,263,Marion,US,29.040113,-82.062384,taylorcollege.edu
1092,Le Cordon Bleu College of Culinary Arts-Cambridge,215 First St,Cambridge,MA,2142,(617) 218-8000,3,A,669,Middlesex,US,42.364249,-71.078675,www.chefs.edu/boston
1093,Massage Therapy Trainining Institute,2701 W Picacho Ave Ste 4,Las Cruces,NM,88007,(575) 523-6811,3,A,46,DoÃÂ±a Ana,US,32.310356,-106.816138,www.mtti.org
1094,Institute of Professional Careers,4472 South Eastern Avenue,Las Vegas,NV,89119,(702) 734-9900,3,A,18,Clark,US,36.108304,-115.118724,www.ipclasvegas.com/
1095,Le Cordon Bleu College of Culinary Arts-Dallas,11830 Webb Chapel Road,Dallas,TX,75234,(972) 406-9949,3,A,1232,Dallas,US,32.91172,-96.87129,www.chefs.edu/dallas
1096,Pensacola School of Massage Therapy & Health Careers,2409 Creighton Rd,Pensacola,FL,32504,(850) 474-1330,3,A,129,Escambia,US,30.494755,-87.195529,www.psmthc.com
1097,Elite Academy of Beauty Arts,426 Kings Hwy,Brooklyn,NY,11223,(718) 998-8182,3,A,104,Kings,US,40.60424,-73.974527,www.beautysalonschool.com
1098,Ross Medical Education Center-New Baltimore,"51133 Birch Street, Ste 100",New Baltimore,MI,48047,(586) 716-3837,3,A,128,Macomb,US,42.676866,-82.751187,www.rosseducation.edu
1099,Savannah School of Massage Therapy Training,6413 Waters Ave,Savannah,GA,31406,(912) 355-3011,2,A,35,Chatham,US,32.012329,-81.099047,www.SavannahSchoolofMassage.com
1100,Ross College-Sylvania,"5834 Monroe Street, Suite F-J",Sylvania,OH,43560,(419) 882-3203,3,A,417,Lucas,US,41.710885,-83.680875,www.rosseducation.edu
1101,Aveda Institute-New York,233 Spring St,New York,NY,10013,(212) 807-1492,3,A,217,New York,US,40.725813,-74.004832,www.avedainstituteny.com
1102,Hawaii College of Oriental Medicine,"93 Banyan Dr c/o Naniloa Resorts, # 504",Hilo,HI,96720,(808) 981-2790,2,A,48,Hawaii,US,20.01772,-155.659781,www.hicom.edu
1103,Brookline College-Oklahoma City,980 Broadway Extension,Oklahoma City,OK,73114,(405) 842-9400,3,A,46,Oklahoma,US,35.569765,-97.514884,www.brooklinecollege.edu
1104,Argosy University-Salt Lake City,121 Election Rd Ste 300,Draper,UT,84020,(801) 601-5000,3,A,427,Salt Lake,US,40.534344,-111.895536,www.argosy.edu/locations/salt-lake-city/default.aspx
1105,Ideal Beauty Academy,1401 Youngstown Dr,Jeffersonville,IN,47130,(812) 282-1371,3,A,43,Clark,US,38.290326,-85.730386,idealbeautyacademy.net
1106,Northwest Regional Technology Institute,3104 State St,Erie,PA,16508,(814) 455-4446,3,A,21,Erie,US,42.10742,-80.070912,www.nwrti.com
1107,Success Schools LLC,8101 Polo Club Dr,Merrillville,IN,46410,(219) 736-9999,3,A,161,Lake,US,41.469618,-87.358016,www.successbarberschool.com
1108,Escuela De Troqueleria Y Herramentaje,150 Rd 174 Urb Industrial Minillas,Bayamon,PR,959,(787) 786-1834,1,A,136,BayamÃÂ³n,PR,18.40327,-66.15766,escuelatroqueleria.jimdo.com
1109,Louisiana Culinary Institute,10550 Airline Hwy,Baton Rouge,LA,70816,(225) 769-8820,3,A,185,East Baton Rouge,US,30.410953,-91.06621,www.lci.edu
1110,National Massage Therapy Institute,10050 Roosevelt Blvd,Philadelphia,PA,19116,(800) 264-9835,3,A,783,Philadelphia,US,40.106074,-75.002192,www.studymassage.com
1111,Virginia College-Montgomery,6200 Atlanta Highway,Montgomery,AL,36117,(334) 277-3390 ext 2901,3,A,969,Montgomery,US,32.380967,-86.19289,vc.edu
1112,Bais Medrash Toras Chesed,901 Monmouth Ave,Lakewood,NJ,8701,(732) 364-1220 ext 2,2,A,129,Ocean,US,40.099704,-74.21127,NOT AVAILABLE
1113,MyrAngel Beauty Institute,Calle Munoz Rivera #57 Sur,San Lorenzo,PR,754,(787) 736-0435,3,A,194,San Lorenzo,PR,18.189564,-65.960889,myrangelbeautyinstitute.com
1114,Fortis Institute-Nashville,"3354 Perimeter Hill Drive, Suite 105",Nashville,TN,37211,(615) 320-5917,3,A,401,Davidson,US,36.153255,-86.810737,www.fortis.edu
1115,Center for Natural Wellness School of Massage Therapy,3 Cerone Commercial Dr,Albany,NY,12205,(518) 489-4026,3,A,127,Albany,US,42.72093,-73.805687,www.cnwsmt.com/
1116,Institute of Hair Design,205 Enterprise Drive,Adamsville,TN,38310,(731) 632-9533,3,A,71,McNairy,US,35.243294,-88.392488,www.ihd4me.com
1117,John Hancock University,"1 Mid America Plaza, Suite #130",Oakbrook Terrace,IL,60181,(630) 560-6300,2,A,0,Cook,US,41.883563,-87.639472,www.hancocku.edu
1118,Ace Computer Training Center,"109-19 72nd Road, STE # 4F",Forest Hills,NY,11375,(718) 575-3223,3,A,128,Queens,US,40.715882,-73.843281,www.acecareer.edu
1119,Tennessee Career Institute,"1412 Trotwood Avenue, Suite 1",Columbia,TN,38401,(931) 388-7717,3,A,172,Maury,US,35.599771,-87.077912,tnci.edu
1120,New Age Training,"145 West 30th Street, 8th Floor",New York,NY,10001,(212) 947-7940,3,A,129,New York,US,40.748278,-73.99151,www.newagetraining.com
1121,Texas Health School,11211 Katy Fwy Ste 170,Houston,TX,77079,(713) 932-9333,3,A,178,Harris,US,29.78349,-95.57971,ths.edu
1122,Beckfield College-Tri-County,225 Pictoria Drive,Springdale,OH,45246,(513) 671-1920,3,A,601,Hamilton,US,39.296683,-84.481426,www.beckfield.edu
1123,DiGrigoli School of Cosmetology,1578 Riverdale St,West Springfield,MA,1089,(413) 827-0037,3,A,32,Hampden,US,42.14632,-72.630273,www.digrigoli.com
1124,Dayton School of Medical Massage,4457 Far Hills Ave,Dayton,OH,45429,(937) 294-6994,3,A,473,Montgomery,US,39.682757,-84.169069,www.massageschools.com
1125,Mai-trix Beauty College,13159-B Northwest Freeway,Houston,TX,77040,(713) 957-0050,3,A,108,Harris,US,29.847357,-95.5035,www.maitrixbeautycollege.com
1126,Community Technology Learning Center of Portage,243 S Prospect Street,Ravenna,OH,44266,(330) 296-8720 ext 103,2,A,8,Portage,US,41.156063,-81.241106,www.cacportage.net
1127,Millennium Training Institute,"600 West Cummings Park, Suite 2550",Woburn,MA,1801,(781) 933-8877 ext 1022,3,A,190,Middlesex,US,42.495839,-71.127076,www.millennium.edu
1128,Dental Assistant Pro LLC-Columbus,6343 Presidential Gateway,Columbus,OH,43231,(614) 891-7075,3,A,18,Franklin,US,40.100171,-82.942005,www.dentalassistantpro.com
1129,North West Beauty School,6770 Antoine Drive,Houston,TX,77091,(713) 263-8333,3,A,67,Harris,US,29.861205,-95.472972,nwbs.edu
1130,American Institute of Medical Technology,4500 S. Garnett Rd. Suite 110,Tulsa,OK,74146,(918) 496-0800,3,A,71,Tulsa,US,36.061988,-95.923639,www.aimt.edu
1131,Gallery College of Beauty,38132 S Gratiot,Clinton Township,MI,48036,(586) 783-7358,3,A,290,Macomb,US,42.577735,-82.884196,gallerycollegeofbeauty.com
1132,Lakewood School of Therapeutic Massage,1102 6th St,Port Huron,MI,48060,(810) 987-3959,3,A,40,St. Clair,US,42.972344,-82.425648,lakewoodschool.com
1133,Dental Assistant Pro LLC-Lebanon,767 Columbus Avenue,Lebanon,OH,45036,(513) 932-4806,3,A,22,Warren,US,39.445803,-84.190385,www.dentalassistantpro.com
1134,Maximum Style Tec School of Cosmetology,255 South Main Suite 200,Logan,UT,84321,(435) 752-3599,3,A,65,Cache,US,41.727096,-111.83386,mstsc.edu/Maximum/Home.html
1135,The Salon Spa Academy,1416 W. Columbia Ave.,Battle Creek,MI,49015,(269) 962-4400,3,A,55,Calhoun,US,42.314364,-85.23418,www.thesalonspaacademy.com
1136,Carib Technological Institute,Carretera #2 Km 14.4 Barrio Hato Tejas,Bayamon,PR,960,(787) 798-9595,3,A,336,BayamÃÂ³n,PR,18.403998,-66.158056,www.educatecarib.com
1137,Trend Setters School of Cosmetology,835 S Kingshighway,Cape Girardeau,MO,63703,(573) 335-9977,3,A,19,Cape Girardeau,US,37.284689,-89.556509,www.trendsettersschool.com
1138,ASPIRA Inc of Puerto Rico,Road 8887 Km 11.9 San Anton Ward,Carolina,PR,987,(787) 641-1985 ext 222,2,A,7,San Juan,PR,18.456222,-66.106129,aspirapr.org
1139,Iverson Institute,5522 New Peachtree Road Suite 114,Chamblee,GA,30341,(770) 446-1333,3,A,115,DeKalb,US,33.927284,-84.271596,www.iversonschool.edu
1140,Careers Unlimited,1176 South 1480 West,Orem,UT,84058,(801) 426-8234,3,A,147,Utah,US,40.274853,-111.7314,www.ucdh.edu
1141,Pemiscot County Special School District,1317 W State Hwy 84,Hayti,MO,63851,(573) 359-2201,1,A,0,Pemiscot,US,36.233926,-89.765897,www.pcssd.k12.mo.us
1142,Academy of Hair Design,1834 S Glenstone,Springfield,MO,65804,(417) 881-3900,3,A,108,Greene,US,37.179756,-93.263613,aohd.com/
1143,Mountainland Applied Technology College,2301 West Ashton Blvd.,Lehi,UT,84043,(801) 753-4100 ext 4100,1,A,1751,Utah,US,40.279984,-111.729326,www.mlatc.edu/
1144,Visible Music College,200 Madison Ave,Memphis,TN,38103,(901) 381-3939 ext 211,2,A,166,Shelby,US,35.225457,-89.734619,www.visible.edu
1145,Corinth Academy of Cosmetology,502 Cruise St,Corinth,MS,38834,(662) 286-9200,3,A,113,Alcorn,US,34.934036,-88.520546,NOT AVAILABLE
1146,Galen College of Nursing-Cincinnati,100 E Business Way Ste 200,Cincinnati,OH,45241,(513) 475-3600,3,A,568,Hamilton,US,39.283693,-84.365946,www.galencollege.edu/cincinnati
1147,Southeastern Institute-Charlotte,"5250 Seventy-Seven Center Drive, Suite 100",Charlotte,NC,28217,(704) 527-4979,3,A,448,Mecklenburg,US,35.167928,-80.887233,www.southeasterninstitute.com
1148,Harmony Path School of Massage Therapy,20950 Center Ridge Rd Ste 201,Rocky River,OH,44116,(440) 333-6633,3,A,14,Cuyahoga,US,41.462298,-81.851916,www.harmonypath.org
1149,Gentle Healing School of Massage,1274 South River Rd,Cranbury,NJ,8512,(609) 409-2700,3,A,40,Middlesex,US,40.319144,-74.507261,www.gentlehealingschool.com
